time,lat,lon,anom
2024-01-09,26.625,122.125,1.9699999
2024-01-09,26.625,122.375,2.6399999
2024-01-09,26.625,122.625,2.97
2024-01-09,26.625,122.875,3.1699998
2024-01-09,26.625,123.125,3.1699998
2024-01-09,26.625,123.375,2.96
2024-01-09,26.625,123.625,2.55
2024-01-09,26.625,123.875,1.9799999
2024-01-09,26.875,122.125,1.9699999
2024-01-09,26.875,122.375,2.5
2024-01-09,26.875,122.625,2.87
2024-01-09,26.875,122.875,2.95
2024-01-09,26.875,123.125,2.8799999
2024-01-09,26.875,123.375,2.62
2024-01-09,26.875,123.625,2.11
2024-01-09,26.875,123.875,1.48
2024-01-10,25.125,122.125,1.9799999
2024-01-10,25.125,122.375,2.8899999
2024-01-10,25.125,122.625,3.27
2024-01-10,25.125,122.875,3.08
2024-01-10,25.125,123.125,2.75
2024-01-10,25.125,123.375,2.4099998
2024-01-10,25.125,123.625,2.05
2024-01-10,25.125,123.875,1.74
2024-01-10,25.375,122.125,2.06
2024-01-10,25.375,122.375,3.1299999
2024-01-10,25.375,122.625,3.5
2024-01-10,25.375,122.875,3.3
2024-01-10,25.375,123.125,3.0
2024-01-10,25.375,123.375,2.69
2024-01-10,25.375,123.625,2.34
2024-01-10,25.375,123.875,2.03
2024-01-10,25.625,122.125,2.58
2024-01-10,25.625,122.375,3.59
2024-01-10,25.625,122.625,3.79
2024-01-10,25.625,122.875,3.53
2024-01-10,25.625,123.125,3.21
2024-01-10,25.625,123.375,2.9099998
2024-01-10,25.625,123.625,2.59
2024-01-10,25.625,123.875,2.27
2024-01-10,25.875,122.125,2.96
2024-01-10,25.875,122.375,3.85
2024-01-10,25.875,122.625,3.97
2024-01-10,25.875,122.875,3.6999998
2024-01-10,25.875,123.125,3.3899999
2024-01-10,25.875,123.375,3.09
2024-01-10,25.875,123.625,2.79
2024-01-10,25.875,123.875,2.48
2024-01-10,26.125,122.125,2.78
2024-01-10,26.125,122.375,3.6499999
2024-01-10,26.125,122.625,3.87
2024-01-10,26.125,122.875,3.6799998
